id,Sex,Length,Diameter,Height,Weight,Age,price
478,M,1.6,1.2625,0.4,36.38658325,13,6.31
479,I,0.9625,0.75,0.2375,7.38504475,6,8.28
480,M,1.6875,1.275,0.5125,45.25997675,10,7.94
481,M,1.5375,1.2125,0.3875,34.189497,9,7.72
482,I,1.1125,0.85,0.275,10.0640725,8,5.37
483,I,1.4625,1.125,0.3375,24.76328825,9,7.44
484,M,1.5875,1.2125,0.475,42.2124055,8,7.56
485,F,1.4,1.1,0.3375,24.56484175,16,7.91
486,M,1.5,1.1625,0.3875,32.41765325,11,7.97
487,F,1.75,1.3125,0.5,52.900167,10,6.79
488,F,1.4625,1.1625,0.3875,29.8520235,11,6.98
489,M,1.5625,1.1875,0.4,32.02076025,8,6.40
490,M,1.3125,0.9875,0.3,16.4143605,10,8.00
491,I,1.2625,0.9875,0.3125,12.984071,8,5.48
492,F,1.4125,1.125,0.3375,30.37648925,11,6.60
493,I,0.975,0.725,0.25,6.84640425,7,9.72
494,F,1.625,1.225,0.4625,44.97648175,10,8.21
495,F,1.4,1.05,0.4625,29.1716355,10,7.86
496,F,1.5375,1.2375,0.475,43.2329875,13,9.09
497,I,0.625,0.475,0.1375,2.16873675,5,5.98
498,M,1.525,1.225,0.4125,31.2694985,12,8.14
499,M,1.5125,1.1625,0.325,29.766975,14,5.01
500,M,1.2625,0.975,0.3125,18.9091165,8,7.51
501,I,1.4875,1.2,0.3625,33.0838665,14,6.37
502,M,1.3125,0.95,0.4,20.53921275,14,6.95
503,I,1.4375,1.125,0.3375,24.5790165,8,5.64
504,F,1.2375,0.9625,0.3375,14.3731965,9,9.58
505,F,1.45,1.175,0.35,27.68328675,11,5.93
506,I,0.9875,0.7875,0.2625,9.79475225,15,6.54
507,I,0.9375,0.7125,0.2,6.13766675,9,7.90
508,M,1.5125,1.1875,0.4,27.62658775,11,9.00
509,F,1.625,1.225,0.4125,34.246196,9,7.98
510,M,1.4625,1.175,0.425,27.17299575,12,6.29
511,F,1.4125,1.1125,0.3875,27.6407625,10,6.21
512,F,1.4375,1.125,0.4125,24.79163775,8,8.25
513,I,0.825,0.625,0.2,4.6209685,7,5.57
514,I,0.875,0.65,0.2,6.30776375,7,6.82
515,M,1.225,0.9625,0.3375,16.9246515,12,9.48
516,F,1.8,1.4375,0.5625,59.53395,13,7.61
517,F,1.525,1.1625,0.425,33.46658475,11,9.09
518,M,1.3125,1.0125,0.375,20.00057225,9,9.37
519,F,1.025,0.8,0.275,10.886208,12,5.60
520,M,1.5875,1.2375,0.425,32.95629375,9,8.09
521,I,1.5125,1.2125,0.375,27.51318975,13,7.30
522,I,1.55,1.225,0.45,31.411246,13,7.46
523,M,1.4,1.125,0.3625,24.777463,11,7.04
524,M,1.15,0.875,0.35,14.18892475,16,9.58
525,F,1.075,0.8125,0.2625,12.88484775,11,5.25
526,M,1.1875,0.9375,0.3375,15.03940975,9,7.04
527,I,0.9375,0.7,0.2125,6.80388,9,9.78
528,M,1.5625,1.225,0.4,32.0632845,11,6.47
529,M,1.575,1.225,0.4375,31.51046925,9,7.54
530,I,0.6375,0.575,0.1625,3.41611475,6,9.94
531,I,0.7,0.525,0.15,3.13261975,5,8.56
532,M,1.1,0.9,0.3,14.35902175,12,9.44
533,F,1.45,1.0625,0.3875,27.328918,10,5.88
534,M,1.55,1.175,0.3875,31.808139,14,9.88
535,M,1.375,1.0125,0.3125,18.69649525,8,7.64
536,F,1.2875,0.9875,0.3375,16.42853525,9,6.17
537,M,1.4875,1.1875,0.375,29.5118295,9,6.10
538,I,1.2125,0.9,0.3125,15.80484625,8,7.14
539,M,1.475,1.1875,0.375,30.83008125,9,7.33
540,I,1.25,0.9375,0.2875,13.08329425,8,5.59
541,I,1.375,1.0625,0.325,18.540573,9,5.58
542,I,1.0125,0.725,0.225,7.95203475,6,5.88
543,F,1.475,1.1375,0.4,30.674159,15,6.12
544,F,1.5625,1.3125,0.4625,40.596484,11,8.49
545,M,1.2625,0.95,0.325,17.4349425,9,7.82
546,I,1.3375,0.9875,0.3375,17.463292,9,6.05
547,M,1.3125,1.025,0.325,19.66037825,8,5.96
548,F,1.5625,1.275,0.4375,35.50774875,11,7.61
549,M,1.6,1.2625,0.475,42.14153175,13,9.49
550,F,1.25,1.025,0.3625,21.87163925,17,9.02
551,M,1.675,1.325,0.4875,39.81687275,11,7.99
552,I,1.225,0.975,0.25,16.2442635,8,8.21
553,M,1.1625,0.875,0.2625,14.67086625,8,5.78
554,I,1.25,0.9625,0.35,17.67591325,11,6.85
555,F,1.55,1.275,0.4375,36.55668025,12,8.67
556,M,1.4875,1.1375,0.4125,29.5685285,10,9.01
557,F,0.925,0.6875,0.275,7.52679225,8,7.68
558,I,1.2,0.9625,0.325,14.458245,6,8.34
559,F,1.0875,0.875,0.2625,12.984071,8,5.77
560,I,1.3125,1.0625,0.3125,21.1203775,8,7.03
561,M,1.2,0.9375,0.3,15.77649675,15,9.69
562,I,0.925,0.675,0.225,6.30776375,7,5.09
563,M,1.5625,1.225,0.375,25.51455,10,7.50
564,M,1.425,1.0875,0.3625,24.36639525,8,8.78
565,I,1.15,0.8625,0.3,11.80756675,13,9.77
566,I,1.4,1.05,0.3375,20.53921275,9,8.16
567,I,0.9375,0.7125,0.2375,6.7188315,7,8.88
568,M,1.475,1.1625,0.375,25.8263945,18,5.60
569,M,1.4,1.0625,0.3875,23.530085,11,5.37
570,I,1.0875,0.8125,0.275,11.5949455,8,7.48
571,M,1.3,1.0625,0.325,22.66542525,9,6.48
572,F,1.4,1.1,0.3875,24.99008425,10,5.65
573,I,1.3625,1.0625,0.3875,20.1564945,16,6.90
574,M,1.325,1.05,0.35,20.28406725,8,8.35
575,F,1.6125,1.275,0.5,44.09764725,12,8.21
576,F,1.4625,1.125,0.3875,23.57260925,12,8.29
577,F,1.3875,1.0875,0.35,25.61377325,13,6.89
578,M,1.6625,1.275,0.4375,38.08755325,10,7.19
579,F,1.6875,1.3125,0.5,47.18774275,15,8.70
580,F,1.45,1.0875,0.375,25.3728025,13,7.42
581,M,1.6,1.2625,0.4625,37.42134,11,6.41
582,M,1.6125,1.25,0.3875,36.0889135,10,8.45
583,F,1.3125,1.025,0.3125,17.7184375,8,6.36
584,M,1.4375,1.1375,0.4,26.01066625,11,7.59
585,M,0.925,0.7,0.25,6.30776375,11,7.55
586,I,1.1125,0.8625,0.2625,11.35397475,8,6.03
587,F,1.625,1.2375,0.475,45.7277435,10,5.07
588,M,1.5875,1.3125,0.45,38.90968875,11,8.63
589,M,1.6125,1.275,0.4375,35.25260325,11,5.80
590,M,1.7125,1.3375,0.4375,44.8772585,17,7.15
591,F,1.1875,0.9125,0.3125,16.2442635,8,9.70
592,F,1.4125,1.0625,0.3625,23.51591025,10,7.40
593,M,1.475,1.1375,0.35,25.741346,8,7.69
594,I,1.1,0.825,0.2875,11.94931425,7,7.59
595,I,1.15,0.8875,0.2875,14.628342,7,6.78
596,F,1.3875,1.0625,0.3375,21.9708625,10,7.92
597,M,1.5,1.1625,0.3625,29.0582375,9,9.29
598,M,1.3875,1.0625,0.375,25.2594045,9,5.57
599,I,1.325,1.0625,0.325,23.0481435,8,6.35
600,I,0.9625,0.7625,0.2125,7.2858215,7,9.42
601,I,1.1875,0.8875,0.2875,13.99047825,8,8.56
602,I,1.0125,0.775,0.2375,8.15048125,7,8.93
603,M,1.125,0.875,0.275,12.94154675,7,6.92
604,I,0.0875,0,0.0625,0.41106775,4,6.09
605,M,1.475,1.1375,0.3625,23.40251225,9,9.74
606,I,0.825,0.625,0.1625,4.91863825,8,5.85
607,I,1.05,0.8125,0.3,3.9405805,7,6.70
608,M,1.525,1.1875,0.4125,28.803092,9,5.56
609,M,1.6625,1.35,0.5125,48.477645,11,9.71
610,M,0.7,0.5,0.175,3.4302895,6,5.42
611,F,1.5875,1.25,0.4375,35.777069,9,7.65
612,F,1.6125,1.225,0.425,38.215126,9,9.80
613,I,1.0875,0.85,0.275,11.6516445,13,9.88
614,F,1.5875,1.25,0.4875,36.4291075,14,5.92
615,M,1.475,1.1375,0.4,30.1922175,10,6.33
616,I,0.6625,0.5125,0.15,2.76407625,5,9.64
617,F,1.525,1.2125,0.475,35.22425375,15,6.26
618,M,1.3375,1.025,0.3875,27.51318975,13,8.58
619,F,1.1625,0.9375,0.3125,13.53688625,9,9.35
620,M,1.3375,1.05,0.3625,21.4605715,9,5.35
621,F,1.775,1.4125,0.525,54.5727875,20,8.88
622,I,0.975,0.75,0.225,8.34892775,7,7.81
623,M,1.25,0.9375,0.3125,16.40018575,8,8.24
624,I,1.1,0.85,0.2875,10.3475675,9,9.80
625,I,0.7375,0.5625,0.2,3.81300775,7,6.04
626,F,1.475,1.1625,0.4125,25.7129965,10,6.50
627,F,1.0875,0.875,0.2875,11.509897,10,9.30
628,I,1.0875,0.9125,0.275,9.19941275,10,5.94
629,F,1.625,1.225,0.475,37.98833,10,5.95
630,I,1.2375,0.9625,0.3375,15.83319575,8,5.42
631,F,1.35,1.0625,0.375,22.849697,17,6.76
632,I,0.2625,0.225,0,0.340194,4,7.33
633,M,1.8,1.4375,0.4625,49.6399745,10,9.84
634,I,1.325,1.05,0.3375,19.57532975,8,7.59
635,M,1.475,1.1875,0.375,30.26309125,10,9.05
636,M,1.3375,1.1375,0.425,24.13959925,14,9.91
637,I,1.4375,1.125,0.425,23.5584345,10,8.16
638,F,1.2875,1,0.35,21.75824125,9,5.73
639,F,1.55,1.2625,0.4875,35.25260325,13,9.52
640,I,1.025,0.775,0.25,8.845044,7,9.41
641,I,1.15,0.8625,0.3625,13.04077,8,7.86
642,I,1.3375,1.0375,0.325,20.7234845,17,8.58
643,I,1.175,0.925,0.3375,14.4865945,9,8.59
644,I,1.475,1.0625,0.3625,25.33027825,9,9.59
645,F,1.1875,0.9375,0.3125,15.87572,10,7.86
646,I,1.1,0.8125,0.2625,11.49572225,7,8.86
647,I,1.15,0.9125,0.275,13.16834275,8,6.40
648,M,1.675,1.35,0.4625,42.921143,15,6.25
649,F,1.625,1.3125,0.45,37.37881575,11,8.48
650,M,0.4375,0.3125,0.125,0.92135875,4,6.76
651,I,0.7375,0.5375,0.2,2.83495,6,7.23
652,M,1.5375,1.2,0.4125,30.03629525,10,5.39
653,F,1.125,0.875,0.3125,13.437663,9,9.56
654,M,1.425,1.125,0.3375,24.2955215,10,5.50
655,M,1.525,1.2,0.4,29.49765475,19,8.76
656,I,1.1625,0.85,0.2625,12.48795475,7,7.88
657,M,1.3625,1.05,0.35,22.0275615,10,9.47
658,M,1.4,1.0375,0.35,23.51591025,10,7.11
659,F,1.3875,1.075,0.375,29.72445075,20,7.12
660,I,1,0.775,0.2625,8.63242275,7,7.07
661,I,1.3375,1.1625,0.3625,29.1716355,9,9.69
662,F,1.3375,1.175,0.4,28.689694,12,7.51
663,I,1.5,1.1625,0.4125,27.499015,11,5.75
664,F,1.75,1.4125,0.4375,48.477645,20,9.94
665,F,1.325,1.0125,0.3625,21.9708625,19,5.61
666,M,1.6125,1.225,0.4,31.808139,9,6.09
667,F,1.675,1.3125,0.475,46.67745175,11,5.68
668,F,1.425,1.1375,0.4,27.895908,8,8.85
669,M,1.4375,1.075,0.375,24.50814275,18,9.15
670,M,1.6125,1.275,0.425,38.00250475,17,6.71
671,M,1.4875,1.2125,0.5375,39.2640575,10,8.62
672,I,1.1375,0.875,0.2875,13.210867,10,6.29
673,M,1.425,1.225,0.425,29.8520235,16,8.02
674,M,1.5,1.175,0.45,33.849303,9,9.56
675,M,1.4125,1.0125,0.375,21.72989175,8,7.35
676,I,0.725,0.525,0.1875,3.3168915,5,7.89
677,I,1.0375,0.8125,0.275,11.35397475,7,6.71
678,I,1.05,0.8,0.275,10.3475675,8,5.75
679,I,1.0375,0.7625,0.225,9.07184,8,9.88
680,I,1.2125,0.8875,0.25,13.99047825,7,5.88
681,M,1.35,1.0875,0.45,23.700182,15,9.70
682,M,1.425,1.125,0.35,26.1665885,9,5.21
683,I,0.9875,0.725,0.2125,6.633783,7,7.15
684,M,1.425,1.1,0.3875,29.8520235,11,6.07
685,F,1.625,1.2125,0.45,43.6298805,10,7.49
686,I,1.125,0.8625,0.2875,13.33843975,8,6.27
687,M,1.1,0.8125,0.2875,9.8372765,13,7.47
688,I,1.25,0.95,0.3375,15.195332,7,6.94
689,F,1.425,1.075,0.375,24.7491135,10,6.43
690,M,1.35,1.0625,0.3375,22.792998,9,5.31
691,M,1.3375,1.0625,0.35,22.92057075,9,5.32
692,I,1.3125,1.025,0.35,20.87940675,9,5.09
693,I,1.1625,0.925,0.2375,14.78426425,7,5.79
694,F,1.6375,1.3125,0.425,46.42230625,7,5.57
695,M,1.925,1.5,0.5375,72.234526,12,5.16
696,I,0.8,0.6125,0.225,4.9611625,6,9.55
697,F,1.6125,1.2875,0.4625,37.54891275,11,5.31
698,F,1.1875,0.925,0.3125,17.293195,7,5.67
699,M,1.325,1.0375,0.3625,23.79940525,7,8.25
700,I,0.6875,0.5,0.1625,2.8632995,7,9.98
701,I,1.15,0.8625,0.275,13.99047825,8,5.11
702,F,1.175,0.9125,0.275,13.154168,8,8.74
703,I,1.0625,0.8,0.3,11.43902325,8,7.53
704,I,1.2875,0.975,0.3125,18.71067,10,8.88
705,F,1.5625,1.175,0.4125,26.43590875,11,8.19
706,M,1.575,1.2625,0.425,36.230661,9,7.34
707,F,1.3125,1,0.3625,22.4244545,14,8.81
708,F,1.3875,1.075,0.375,26.2799865,17,7.80
709,I,1.0375,0.7875,0.25,10.24834425,7,5.77
710,I,1.175,0.8875,0.2625,13.53688625,7,5.48
711,F,1.4125,1.1,0.3375,23.6718325,9,7.02
712,F,1.4125,1.125,0.375,20.071446,8,9.75
713,M,1.45,1.125,0.4,28.81726675,9,9.87
714,M,1.8,1.3875,0.525,49.32813,12,8.28
715,M,1.4125,1.1375,0.375,27.0170735,17,8.10
716,I,1.2,0.9375,0.35,14.7700895,7,9.80
717,M,1.575,1.1875,0.4375,35.2384285,14,7.51
718,F,1.5375,1.25,0.4625,30.77009175,12,9.29
719,I,1.675,1.3125,0.5125,56.075311,17,8.96
720,I,1.3125,0.9875,0.275,16.5844575,8,5.70
721,M,1.45,1.15,0.4875,25.2594045,16,8.48
722,M,1.3875,1.0875,0.3625,22.41027975,12,6.81
723,M,1.175,0.925,0.325,16.9246515,8,6.92
724,I,1.075,0.825,0.25,10.41844125,7,6.61
725,I,1.0625,0.7875,0.225,11.12717875,9,9.28
726,M,1.2125,0.925,0.3,18.030282,8,8.29
727,F,1.725,1.3875,0.5125,58.7685135,13,9.07
728,M,1.625,1.3,0.4375,39.41997975,11,9.76
729,M,1.125,0.8625,0.2625,11.9351395,10,8.94
730,I,0.775,0.6,0.225,2.948348,6,5.75
731,M,1.4375,1.1125,0.375,38.5836695,12,8.11
732,F,1.4625,1.1875,0.4625,29.8520235,13,8.15
733,M,1.15,0.875,0.275,13.60776,9,8.12
734,F,1.375,1.05,0.3625,23.94115275,16,9.47
735,F,1.5,1.1625,0.3875,29.1149365,10,6.25
736,F,1.2625,0.975,0.3125,16.7120303,8,6.13
737,M,1.5125,1.175,0.3875,27.11629675,10,5.47
738,I,1.1625,0.8875,0.2625,13.8062065,7,9.25
739,F,1.1625,0.925,0.2875,13.437663,10,9.19
740,I,1.125,0.875,0.3,12.99824575,9,9.28
741,M,1.5125,1.25,0.4375,34.99745775,10,9.54
742,F,1.35,1.05,0.3875,29.3887315,11,8.48
743,F,1.45,1.1,0.4125,24.39474475,11,6.72
744,F,1.525,1.2,0.4125,31.2694985,9,7.97
745,M,1.375,1.075,0.425,23.870279,10,6.82
746,F,1.125,0.9375,0.25,13.4093135,12,5.11
747,I,1.1625,0.8625,0.3,13.53688625,9,5.73
748,I,1.375,1.025,0.35,22.77882325,9,9.78
749,M,1.45,1.125,0.3875,25.0893075,8,7.68
750,M,1.6125,1.275,0.45,34.99745775,11,5.89
751,M,0.9125,0.675,0.225,7.72523875,9,5.01
752,M,1.45,1.1375,0.375,26.26581175,9,5.56
753,F,1.6375,1.3125,0.45,41.82968725,19,8.81
754,M,1.425,1.15,0.425,25.3728025,12,5.04
755,M,1.475,1.125,0.4125,30.51823675,10,7.71
756,M,1.45,1.175,0.35,25.44367625,12,7.84
757,I,0.9,0.6875,0.2375,8.46232575,6,9.63
758,I,0.8875,0.65,0.2375,5.443104,7,5.60
759,F,1.1875,0.875,0.3,13.48018725,15,5.04
760,M,1.5125,1.2,0.375,32.72949775,12,8.18
761,F,1.6625,1.3,0.4625,47.35783975,11,8.70
762,I,0.9875,0.75,0.225,7.10154975,6,7.21
763,M,1.4125,1.1125,0.3625,24.8058125,13,8.64
764,F,1.6125,1.2875,0.4875,43.6298805,11,9.70
765,F,1.4,1.075,0.35,22.12678475,9,5.86
766,I,0.825,0.6625,0.2125,5.71242425,6,8.99
767,M,0.6375,0.4625,0.1625,2.0128145,10,8.63
768,F,1.525,1.125,0.4125,31.70891575,10,5.30
769,F,1.575,1.2875,0.4375,32.2333815,11,7.88
770,M,1.4125,1.0625,0.4,24.720764,9,5.71
771,I,0.95,0.7125,0.225,5.88252125,7,9.43
772,F,1.525,1.1625,0.325,30.71668325,10,5.85
773,F,1.5125,1.225,0.4125,33.849303,9,9.78
774,M,1.175,0.8875,0.3,15.49300175,9,5.34
775,M,1.6125,1.25,0.45,34.189497,14,5.46
776,I,1.1125,0.8625,0.2625,12.48795475,7,8.78
777,I,1.0125,0.75,0.25,7.1724235,7,5.54
778,I,1.4375,1.1375,0.375,23.870279,8,8.30
779,I,1.4375,1.075,0.375,22.6796,8,7.54
780,F,1.2625,0.975,0.2875,15.35125425,13,9.40
781,F,1.425,1.0375,0.3625,22.66542525,20,7.25
782,M,1.675,1.3125,0.425,41.82968725,9,5.29
783,M,1.3875,1.1,0.4,27.158821,12,7.66
784,M,1.5,1.1625,0.375,29.9654215,9,7.59
785,I,1.5,1.2125,0.3875,28.02348075,13,7.56
786,I,0.875,0.7,0.275,8.23552975,7,6.13
787,M,1.7875,1.3875,0.4375,52.34735175,11,6.73
788,I,1.175,0.9375,0.3375,15.66309875,9,9.17
789,F,1.125,0.8875,0.325,13.39513875,14,5.19
790,F,1.375,1.075,0.375,22.58037675,9,9.79
791,F,1.6,1.2625,0.4,35.550273,11,7.61
792,M,1.525,1.175,0.4125,28.64716975,13,8.90
793,F,1.15,0.8875,0.3125,13.87708025,10,7.12
794,I,0.6375,0.4875,0.1375,2.381358,11,7.62
795,I,1.3625,1.075,0.425,22.4811535,8,6.60
796,I,0.9375,0.7,0.25,7.95203475,7,9.31
797,I,1.1,0.775,0.2625,8.561549,7,7.87
798,M,0.9875,0.7375,0.3375,9.02931575,10,9.81
799,M,1.25,1.025,0.375,20.241543,9,5.14
800,M,1.7375,1.375,0.5125,43.885026,10,6.39
801,I,1.0625,0.7875,0.275,10.41844125,7,5.93
802,F,1.1875,0.9375,0.325,15.43630275,11,9.17
803,I,1.15,0.8375,0.2625,12.587178,10,6.24
804,I,0.6625,0.4875,0.1625,2.28213475,8,9.17
805,F,1.525,1.2125,0.525,34.8415355,17,9.53
806,M,1.125,0.8375,0.275,12.0485375,9,9.17
807,M,1.5625,1.225,0.375,31.19862475,9,7.54
808,I,1.375,1.0375,0.3875,21.375523,11,7.66
809,I,0.975,0.75,0.2125,7.18659825,7,7.07
810,F,1.5875,1.2375,0.4,29.9654215,9,6.94
811,I,1.025,0.7125,0.275,9.4970825,8,7.45
812,I,1.1875,0.9125,0.3125,14.78426425,8,8.94
813,F,1.8,1.4125,0.5625,49.90929475,16,6.12
814,M,1.175,0.9,0.3125,18.69649525,13,8.03
815,F,1.4625,1.1375,0.4,30.91512975,13,9.71
816,F,1.7625,1.375,0.45,46.22385975,11,7.49
817,F,1.2625,0.9875,0.35,15.66309875,11,9.29
818,F,1.3625,1.025,0.3375,20.6100865,10,9.34
819,M,1.35,1.0125,0.3625,22.169309,12,5.12
820,I,1.3125,1.0125,0.35,16.91047675,8,7.76
821,M,1.175,0.9125,0.3125,14.855138,9,6.02
822,I,0.95,0.6875,0.2375,7.04485075,7,9.76
823,I,1.125,0.875,0.2625,11.5382465,8,9.91
824,F,1.5625,1.2,0.4375,32.13415825,9,5.54
825,M,1.4625,1.15,0.425,31.42542075,15,7.52
826,M,1.275,1.0125,0.325,19.57532975,10,9.53
827,I,0.7875,0.5625,0.1375,3.64291075,6,6.90
828,M,1.3625,1.0125,0.4,21.55979475,13,8.39
829,I,1,0.75,0.2375,7.6260155,7,7.65
830,F,1.7,1.2875,0.4,47.173568,11,6.69
831,I,1.1,0.8625,0.325,10.2341695,8,6.64
832,F,1.525,1.1,0.3875,25.231055,9,8.37
833,I,1.2,0.925,0.35,14.07552675,7,5.68
834,I,0.8625,0.6375,0.2,5.31553125,8,6.54
835,M,1.6875,1.275,0.4125,45.68521925,9,7.54
836,M,0.925,0.7,0.25,6.87475375,7,5.48
837,I,1.3875,1.0625,0.275,19.8729995,8,9.79
838,F,1.4625,1.1625,0.4125,32.33260475,12,6.48
839,M,1.2875,1.0125,0.35,18.3988255,8,6.12
840,M,1.25,0.95,0.35,17.22232125,10,8.27
841,F,1.2375,1.0375,0.3625,23.43086175,13,6.22
842,F,1.7125,1.4,0.55,43.6298805,10,5.82
843,M,1.45,1.175,0.3875,26.46425825,10,6.18
844,I,1.175,0.8625,0.275,10.716111,9,6.39
845,M,1.5125,1.1375,0.3625,31.581343,9,5.96
846,I,1.0875,0.8,0.275,10.0073735,7,5.26
847,M,1.6,1.2875,0.4125,35.19590425,15,8.14
848,I,1.1,0.8,0.3,13.62193475,7,8.22
849,M,1.5625,1.25,0.4,29.15746075,9,9.61
850,M,1.5125,1.2375,0.4125,32.89959475,13,8.44
851,M,1.125,0.875,0.3125,14.968536,16,7.16
852,F,1.475,1.225,0.425,31.241149,18,9.10
853,F,1.4875,1.1625,0.4,31.638042,15,7.40
854,I,0.8375,0.6625,0.225,5.556502,7,9.08
855,M,1.525,1.175,0.3875,31.85066325,9,8.36
856,M,1.4125,1.125,0.3375,22.75047375,8,6.24
857,M,1.6125,1.2875,0.5375,43.02036625,17,9.32
858,M,1.6375,1.275,0.3875,38.03085425,11,6.26
859,I,0.9375,0.675,0.275,8.09378225,7,6.31
860,I,1.125,0.8125,0.25,10.95708175,7,5.35
861,M,1.475,1.125,0.3625,27.612413,12,7.55
862,M,1.4875,1.175,0.375,28.91649,9,8.13
863,M,1.5875,1.275,0.3875,32.2333815,8,5.33
864,F,1.525,1.125,0.4,25.51455,13,6.24
865,F,1.7625,1.4,0.45,51.24172125,11,6.23
866,F,1.45,1.15,0.3875,27.612413,11,5.46
867,M,1.6125,1.25,0.4375,32.205032,10,7.01
868,F,1.45,1.15,0.35,23.91280325,9,9.53
869,M,1.375,1.1,0.375,27.71163625,10,9.08
870,I,1.3,1.0625,0.3875,24.42309425,10,6.80
871,M,1.65,1.2875,0.4125,41.7588135,13,5.19
872,M,1.5375,1.1875,0.4125,30.43318825,11,6.06
873,M,1.4625,1.1375,0.3875,27.39979175,8,7.16
874,F,1.7125,1.3375,0.5,50.802304,10,7.28
875,F,1.775,1.3875,0.475,48.7327905,15,9.26
876,F,1.3875,1.075,0.4125,22.29688175,18,6.33
877,M,1.025,0.75,0.25,9.51125725,6,6.14
878,F,1.425,1.1625,0.4375,32.72949775,13,8.75
879,I,1.15,0.8625,0.275,13.33843975,7,7.85
880,F,1.6,1.2875,0.4125,37.9032815,12,5.22
881,F,1.575,1.2625,0.4,37.23706825,12,5.08
882,I,1.1,0.825,0.2375,10.262519,7,5.26
883,M,1.5,1.2125,0.4,29.7386255,12,9.17
884,F,1.475,1.1875,0.3375,27.6974615,10,9.87
885,I,1.375,1.1,0.375,27.328918,11,8.86
886,I,1.1,0.8625,0.25,15.37960375,9,6.99
887,I,1.125,0.825,0.25,13.22504175,7,7.05
888,I,1.15,0.9375,0.3125,12.700576,8,7.97
889,F,1.7125,1.325,0.45,43.27551175,9,9.31
890,I,0.6125,0.4375,0.175,1.82854275,6,5.99
891,M,1.4125,1.15,0.4375,28.5479465,13,6.87
892,F,1.775,1.3875,0.4875,48.7327905,12,5.70
893,M,1.5125,1.2,0.425,29.95124675,10,7.39
894,M,1.4,1.075,0.3625,23.48756075,8,6.73
895,M,1.4125,1.0875,0.45,28.91649,19,8.20
896,M,1.5375,1.2125,0.3875,32.034935,14,6.23
897,M,1.5375,1.2375,0.4125,30.220567,11,9.21
898,I,1.2625,0.9375,0.3,16.896302,11,9.79
899,F,1.5,1.1625,0.45,26.52095725,12,8.85
900,I,0.7625,0.575,0.2,3.4302895,5,6.65
901,M,1.25,0.95,0.275,17.53416575,7,8.39
902,I,0.9,0.675,0.2375,6.0384435,6,6.20
903,F,1.2125,0.95,0.3125,16.68368075,7,6.13
904,M,1.5125,1.2,0.4375,30.74503275,11,7.56
905,M,1.5875,1.25,0.4,33.3673615,9,9.90
906,M,1.5625,1.2375,0.4625,32.034935,11,6.98
907,F,1.5375,1.1875,0.3875,31.2694985,10,7.67
908,I,0.9375,0.725,0.25,7.66853975,7,9.72
909,M,1.4875,1.1875,0.5125,35.76289425,14,6.72
910,F,1.3625,1.025,0.475,38.215126,14,8.37
911,M,0.4,0.275,0.0625,0.510291,5,5.91
912,M,1.5875,1.3125,0.4125,37.137845,16,7.38
913,M,1.275,0.9625,0.4,16.88212725,9,8.47
914,F,1.2875,0.9875,0.3125,18.71067,11,9.08
915,M,1.5125,1.175,0.3875,35.02580725,8,8.07
916,M,1.5625,1.2125,0.4625,30.4190135,9,7.28
917,M,1.4625,1.15,0.45,29.540179,10,6.32
918,I,0.75,0.575,0.1375,3.38776525,4,6.87
919,I,1.1,0.8125,0.275,12.00601325,7,8.25
920,M,1.4375,1.0375,0.4,24.6924145,11,7.04
921,M,1.325,1.025,0.375,21.4038725,8,5.17
922,F,1.275,1.0125,0.375,17.179797,9,7.79
923,I,0.4,0.3,0.075,0.4252425,4,6.03
924,M,1.4,1.1,0.3,26.308336,11,6.64
925,I,0.8625,0.6875,0.225,6.27941425,7,7.51
926,F,1.4375,1.1375,0.325,22.55202725,10,7.88
927,I,1.05,0.8125,0.2875,10.716111,8,6.34
928,M,0.925,0.7125,0.2875,6.30776375,11,5.72
929,F,1.475,1.2125,0.375,30.51823675,8,6.88
930,M,1.525,1.175,0.3625,27.71163625,11,8.60
931,I,1.35,1.0125,0.3375,25.174356,8,9.19
932,M,1.3125,1.025,0.3625,19.74542675,12,5.98
933,I,1.275,1.0125,0.3125,20.79435825,8,9.16
934,M,1.4125,1.15,0.4375,25.51455,12,5.19
935,F,1.6625,1.3125,0.3875,35.210079,9,7.99
936,M,1.9375,1.45,0.525,70.66112875,11,5.10
937,I,0.775,0.5625,0.2125,3.685435,6,9.00
938,F,1.425,1.1625,0.3375,25.55707425,9,5.31
939,F,1.5875,1.275,0.4625,37.6197865,21,9.26
940,M,1.3125,1.0625,0.325,23.43086175,10,5.70
941,M,0.925,0.6875,0.2125,6.3219385,7,8.22
942,F,1.275,0.9875,0.3625,16.40018575,11,7.22
943,F,1.7,1.3375,0.45,44.91978275,13,5.58
944,F,1.3375,1.1375,0.3875,23.700182,9,7.12
945,F,1.3625,1.0375,0.4125,27.62658775,12,8.60
946,M,1.3125,1.0875,0.35,27.385617,8,8.50
947,M,1.6125,1.2625,0.4,32.10580875,9,9.74
948,M,1.525,1.2375,0.3875,37.18036925,9,8.52
949,F,1.475,1.1875,0.3875,29.3417325,15,5.27
950,M,1.775,1.375,0.475,48.94541175,11,8.28
951,M,1.45,1.1375,0.4,28.91649,12,5.52
952,M,1.6625,1.2875,0.4125,40.24211525,9,5.08
953,M,1.6125,1.2875,0.4125,37.0527965,25,8.78
954,I,1.3,1,0.3125,16.9246515,13,6.98
